Lexicon entry	PoS-tag	PoS-tag (Penn Treebank)	Annotation 1
verzwakken	v	VB (Verb, base form)	-
verzwaren	v	VB (Verb, base form)	--
vestzak	n	NN (Noun, singular or mass)	0
vet	n	NN (Noun, singular or mass)	-
veteraan	n	NN (Noun, singular or mass)	0
veto	n	NN (Noun, singular or mass)	-
vetrijk	a	JJ (Adjective)	+
vetzak	n	NN (Noun, singular or mass)	--
vetzuur	a	JJ (Adjective)	--
victorie	n	NN (Noun, singular or mass)	++
videorecorder	n	NN (Noun, singular or mass)	0
vief	a	JJ (Adjective)	+
vier	n	NN (Noun, singular or mass)	0
vieren	v	VB (Verb, base form)	++
viering	n	NN (Noun, singular or mass)	+
vierkant	a	JJ (Adjective)	0
viermeterworp	n	NN (Noun, singular or mass)	+
vierschaar	n	NN (Noun, singular or mass)	0
viervlak	n	NN (Noun, singular or mass)	0
vies	a	JJ (Adjective)	--
viespeuk	n	NN (Noun, singular or mass)	--
viezerik	n	NN (Noun, singular or mass)	--
vijand	n	NN (Noun, singular or mass)	--
vijanddenken	n	NN (Noun, singular or mass)	0
vijandelijkheden	n	NNS (Noun, plural)	--
vijandig	a	JJ (Adjective)	--
vijandigheid	n	NN (Noun, singular or mass)	-
vijandschap	n	NN (Noun, singular or mass)	-
villa	n	NN (Noun, singular or mass)	+
villen	v	VB (Verb, base form)	--
vindingrijk	a	JJ (Adjective)	++
vindingrijkheid	n	NN (Noun, singular or mass)	++
vinoloog	n	NN (Noun, singular or mass)	0
vioolspelen	v	VB (Verb, base form)	0
vip	n	NN (Noun, singular or mass)	+
virtuoos	n	NN (Noun, singular or mass)	0
virulentie	n	NN (Noun, singular or mass)	--
virus	n	NN (Noun, singular or mass)	-
vis	n	NN (Noun, singular or mass)	0
vishal	n	NN (Noun, singular or mass)	0
visibel	a	JJ (Adjective)	0
visionair	n	NN (Noun, singular or mass)	+
visiteren	v	VB (Verb, base form)	0
visser	n	NN (Noun, singular or mass)	0
vissersvrouw	n	NN (Noun, singular or mass)	0
visvrouw	n	NN (Noun, singular or mass)	0
vitaal	a	JJ (Adjective)	++
vitaliteit	n	NN (Noun, singular or mass)	++
vitriool	n	NN (Noun, singular or mass)	-
vitter	n	NN (Noun, singular or mass)	--
vla	n	NN (Noun, singular or mass)	0
vlaggeman	n	NN (Noun, singular or mass)	0
vlaggenschip	n	NN (Noun, singular or mass)	0
vlakgom	n	NN (Noun, singular or mass)	0
vlakte	n	NN (Noun, singular or mass)	0
vlakvijl	n	NN (Noun, singular or mass)	0
vlam	n	NN (Noun, singular or mass)	+
vlammend	a	JJ (Adjective)	++
vleermuisbrander	n	NN (Noun, singular or mass)	0
vleesgerecht	n	NN (Noun, singular or mass)	0
vleesklomp	n	NN (Noun, singular or mass)	-
vleesschotel	n	NN (Noun, singular or mass)	0
vlek	n	NN (Noun, singular or mass)	--
vlekkeloos	a	JJ (Adjective)	++
vliegtuigloods	n	NN (Noun, singular or mass)	0
vliegtuigmoederschip	n	NN (Noun, singular or mass)	0
vlinderen	v	VB (Verb, base form)	0
vloed	n	NN (Noun, singular or mass)	0
vloedstroom	n	NN (Noun, singular or mass)	0
vloeiend	a	JJ (Adjective)	++
vloek	n	NN (Noun, singular or mass)	--
vloeken	v	VB (Verb, base form)	-
vloeren	v	VB (Verb, base form)	0
vloerkleed	n	NN (Noun, singular or mass)	0
vlonder	n	NN (Noun, singular or mass)	0
vlooteskader	n	NN (Noun, singular or mass)	0
vlot	n	NN (Noun, singular or mass)	+
vlotter	n	NN (Noun, singular or mass)	++
vluchten	v	VB (Verb, base form)	-
vluchtig	a	JJ (Adjective)	-
vlug	a	JJ (Adjective)	+
vocaal	n	NN (Noun, singular or mass)	0
voddenbaal	n	NN (Noun, singular or mass)	--
voeden	v	VB (Verb, base form)	+
voeding	n	NN (Noun, singular or mass)	0
voedingsbeha	n	NN (Noun, singular or mass)	0
voedingsdeskundige	n	NN (Noun, singular or mass)	0
voedingsmiddel	n	NN (Noun, singular or mass)	0
voedingsmiddelen	n	NNS (Noun, plural)	0
voetbal	n	NN (Noun, singular or mass)	0
voetganger	n	NN (Noun, singular or mass)	0
voetprent	n	NN (Noun, singular or mass)	0
voetstap	n	NN (Noun, singular or mass)	0
vogelaar	n	NN (Noun, singular or mass)	0
vogelkenner	n	NN (Noun, singular or mass)	0
vogellijm	n	NN (Noun, singular or mass)	0
volbrengen	v	VB (Verb, base form)	+
volbrenging	n	NN (Noun, singular or mass)	++
voldoende	n	NN (Noun, singular or mass)	+
voldoening	n	NN (Noun, singular or mass)	+
volgen	v	VB (Verb, base form)	0
volgkaart	n	NN (Noun, singular or mass)	0
volgroeid	a	JJ (Adjective)	+
volharden	v	VB (Verb, base form)	+
volharding	n	NN (Noun, singular or mass)	++
volhardingsvermogen	n	NN (Noun, singular or mass)	+
volhouder	n	NN (Noun, singular or mass)	++
volk	n	NN (Noun, singular or mass)	0
volkenkundige	n	NN (Noun, singular or mass)	0
volkomen	a	JJ (Adjective)	+
volksbijgeloof	n	NN (Noun, singular or mass)	-
volkscongres	n	NN (Noun, singular or mass)	0
volksdansen	v	VB (Verb, base form)	0
volksgeloof	n	NN (Noun, singular or mass)	-
volksvrouw	n	NN (Noun, singular or mass)	0
volledig	a	JJ (Adjective)	+
vollersaarde	n	NN (Noun, singular or mass)	?
volley	n	NN (Noun, singular or mass)	0
volleyballen	v	VB (Verb, base form)	0
volmaakt	a	JJ (Adjective)	++
volmaaktheid	n	NN (Noun, singular or mass)	++
volslagen	a	JJ (Adjective)	0
volstaan	v	VB (Verb, base form)	++
volstrekt	a	JJ (Adjective)	0
volte	n	NN (Noun, singular or mass)	0
volumineus	a	JJ (Adjective)	0
voluntarisme	n	NN (Noun, singular or mass)	+
volwassen	a	JJ (Adjective)	+
volwassene	n	NN (Noun, singular or mass)	0
vonnis	n	NN (Noun, singular or mass)	-
voor	a	IN (Preposition or subordinating conjunction)	+
voor	b		+
vooraf	b		0
voorafgaan	v	VB (Verb, base form)	0
voorbeeld	n	NN (Noun, singular or mass)	+
voorbehandeling	n	NN (Noun, singular or mass)	0
voorbereid	a	JJ (Adjective)	0
voorbijgaan	v	VB (Verb, base form)	0
voorbijkomen	v	VB (Verb, base form)	0
voordeel	n	NN (Noun, singular or mass)	++
voordelig	a	JJ (Adjective)	++
voorgeven	v	VB (Verb, base form)	0
voorhangsel	n	NN (Noun, singular or mass)	0
voorkeur	n	NN (Noun, singular or mass)	+
voorkomen	n	NN (Noun, singular or mass)	0
voorman	n	NN (Noun, singular or mass)	0
voornaam	n	NN (Noun, singular or mass)	+
voornaamwoord	n	NN (Noun, singular or mass)	0
voorontwerp	n	NN (Noun, singular or mass)	0
vooroverhellen	v	VB (Verb, base form)	0
voorslag	n	NN (Noun, singular or mass)	0
voorspel	n	NN (Noun, singular or mass)	0
voorspelbaar	a	JJ (Adjective)	--
voorspelbaarheid	n	NN (Noun, singular or mass)	-
voorspoed	n	NN (Noun, singular or mass)	++
voorspoedig	a	JJ (Adjective)	++
voorstander	n	NN (Noun, singular or mass)	0
voortbestaan	n	NN (Noun, singular or mass)	0
voortborduren	v	VB (Verb, base form)	0
voortdurend	a	JJ (Adjective)	0
voortplanting	n	NN (Noun, singular or mass)	0
voortreffelijk	a	JJ (Adjective)	++
voortvarend	a	JJ (Adjective)	++
vooruit	b		++
vooruitgang	n	NN (Noun, singular or mass)	++
vooruitkomen	v	VB (Verb, base form)	++
vooruitzicht	n	NN (Noun, singular or mass)	+
voorwedstrijd	n	NN (Noun, singular or mass)	0
voorwenden	v	VB (Verb, base form)	-
voorwerp	n	NN (Noun, singular or mass)	0
voorwielophanging	n	NN (Noun, singular or mass)	0
voorzichtig	a	JJ (Adjective)	+
voorzichtigheid	n	NN (Noun, singular or mass)	+
voorzien	a	JJ (Adjective)	+
voorziening	n	NN (Noun, singular or mass)	+
voorzitter	n	NN (Noun, singular or mass)	0
voorzorg	n	NN (Noun, singular or mass)	0
voos	a	JJ (Adjective)	--
vorderen	v	VB (Verb, base form)	-
vormgever	n	NN (Noun, singular or mass)	0
vospaard	n	NN (Noun, singular or mass)	+
vraagal	n	NN (Noun, singular or mass)	-
vraagstuk	n	NN (Noun, singular or mass)	0
vrachtverkeer	n	NN (Noun, singular or mass)	0
vragen	v	VB (Verb, base form)	0
vrede	n	NN (Noun, singular or mass)	++
vredesleger	n	NN (Noun, singular or mass)	+
vredesvoorstel	n	NN (Noun, singular or mass)	+
vreemd	a	JJ (Adjective)	--
vreemde	n	NN (Noun, singular or mass)	-
vreemdeling	n	NN (Noun, singular or mass)	-
vrek	n	NN (Noun, singular or mass)	--
vreselijk	a	JJ (Adjective)	--
vreten	n	VB (Verb, base form)	-
vreugd	n	NN (Noun, singular or mass)	++
vreugde	n	NN (Noun, singular or mass)	++
vreugdeloos	a	JJ (Adjective)	--
vrezen	v	VB (Verb, base form)	-
vriend	n	NN (Noun, singular or mass)	++
vriendelijk	a	JJ (Adjective)	++
vriendelijkheid	n	NN (Noun, singular or mass)	++
vriendin	n	NN (Noun, singular or mass)	++
vriendschap	n	NN (Noun, singular or mass)	++
vriendschappelijkheid	n	NN (Noun, singular or mass)	++
vrij	a	JJ (Adjective)	+
vrijbuiten	v	VB (Verb, base form)	0
vrijbuiter	n	NN (Noun, singular or mass)	-
vrijbuiteren	v	VB (Verb, base form)	+
vrijdom	n	NN (Noun, singular or mass)	?
vrijgeven	v	VB (Verb, base form)	0
vrijgevigheid	n	NN (Noun, singular or mass)	++
vrijheid	n	NN (Noun, singular or mass)	++
vrijkomen	v	VB (Verb, base form)	0
vrijlaten	v	VB (Verb, base form)	++
vrijmetselaar	n	NN (Noun, singular or mass)	++
vrijwillig	a	JJ (Adjective)	+
vrijzinnigheid	n	NN (Noun, singular or mass)	0
vrind	n	NN (Noun, singular or mass)	+
vrolijk	a	JJ (Adjective)	++
vroomheid	n	NN (Noun, singular or mass)	+
vrouw	n	NN (Noun, singular or mass)	0
vrouwenhandel	n	NN (Noun, singular or mass)	--
vrouwenstem	n	NN (Noun, singular or mass)	0
vrouwmens	n	NN (Noun, singular or mass)	-
vrouwspersoon	n	NN (Noun, singular or mass)	-
vrouwvriendelijk	a	JJ (Adjective)	--
vruchtbaar	a	JJ (Adjective)	+
vruchteloos	a	JJ (Adjective)	--
vuil	a	JJ (Adjective)	--
vuil	n	NN (Noun, singular or mass)	-
vuilak	n	NN (Noun, singular or mass)	--
vuilik	n	NN (Noun, singular or mass)	--
vuilpeuk	n	NN (Noun, singular or mass)	--
vuilpoes	n	NN (Noun, singular or mass)	--
vuilspuiterij	n	NN (Noun, singular or mass)	--
vuilwit	a	JJ (Adjective)	--
vuist	n	NN (Noun, singular or mass)	0
vuistvechter	n	NN (Noun, singular or mass)	--
vulaarde	n	NN (Noun, singular or mass)	0
vulgair	a	JJ (Adjective)	--
vulgariteit	n	NN (Noun, singular or mass)	--
vulvitis	n	NN (Noun, singular or mass)	-
vunzig	a	JJ (Adjective)	--
vurig	a	JJ (Adjective)	+
vuur	n	NN (Noun, singular or mass)	+
vuurbaken	n	NN (Noun, singular or mass)	0
vuurwerkerskunst	n	NN (Noun, singular or mass)	0
vuurwerkmaker	n	NN (Noun, singular or mass)	0
vuurzee	n	NN (Noun, singular or mass)	--
waaghals	n	NN (Noun, singular or mass)	++
waaghalzerig	a	JJ (Adjective)	--
waaien	v	VB (Verb, base form)	0
waakhond	n	NN (Noun, singular or mass)	+
waakzaam	a	JJ (Adjective)	+
waakzaamheid	n	NN (Noun, singular or mass)	+
waandenkbeeld	n	NN (Noun, singular or mass)	--
waanidee	n	NN (Noun, singular or mass)	--
waanvoorstelling	n	NN (Noun, singular or mass)	--
waanwijs	a	JJ (Adjective)	--
waanzin	n	NN (Noun, singular or mass)	--
waanzinnig	a	JJ (Adjective)	++
waanzinnige	n	NN (Noun, singular or mass)	-
waarachtigheid	n	NN (Noun, singular or mass)	++
waarborgen	v	VB (Verb, base form)	0
waard	n	NN (Noun, singular or mass)	+
waarde	n	NN (Noun, singular or mass)	++
waardeloos	a	JJ (Adjective)	--
waardering	n	NN (Noun, singular or mass)	+
waardig	a	JJ (Adjective)	++
waardigheid	n	NN (Noun, singular or mass)	+
waarheid	n	NN (Noun, singular or mass)	++
waarheidsgetrouw	a	JJ (Adjective)	++
waarnemingspost	n	NN (Noun, singular or mass)	0
waarschuwing	n	NN (Noun, singular or mass)	-
wachtgelder	n	NN (Noun, singular or mass)	-
wadlopen	v	VB (Verb, base form)	0
wagenziek	a	JJ (Adjective)	--
wakker	a	JJ (Adjective)	+
walgelijk	a	JJ (Adjective)	--
walglijk	a	JJ (Adjective)	--
walnotenboom	n	NN (Noun, singular or mass)	0
wam	n	NN (Noun, singular or mass)	0
wanbedrijf	n	NN (Noun, singular or mass)	--
wanbegrip	n	NN (Noun, singular or mass)	--
wanbetaler	n	NN (Noun, singular or mass)	--
wanbof	n	NN (Noun, singular or mass)	--
wanboffer	n	NN (Noun, singular or mass)	--
wandaad	n	NN (Noun, singular or mass)	--
wandkleed	n	NN (Noun, singular or mass)	0
wanen	v	VB (Verb, base form)	--
wangedrocht	n	NN (Noun, singular or mass)	--
wangestalte	n	NN (Noun, singular or mass)	--
wanhoop	n	NN (Noun, singular or mass)	--
wanhopig	a	JJ (Adjective)	--
wankel	a	JJ (Adjective)	--
wankelen	v	VB (Verb, base form)	--
wanorde	n	NN (Noun, singular or mass)	--
wanordelijk	a	JJ (Adjective)	--
wanordelijkheid	n	NN (Noun, singular or mass)	--
wantrouwen	n	NN (Noun, singular or mass)	-
wantrouwen	v	VB (Verb, base form)	-
wantrouwend	a	JJ (Adjective)	--
wantrouwig	a	JJ (Adjective)	-
wapenarsenaal	n	NN (Noun, singular or mass)	0
wapendepot	n	NN (Noun, singular or mass)	0
wapenhuis	n	NN (Noun, singular or mass)	0
wapenkamer	n	NN (Noun, singular or mass)	0
wapenkundige	n	NN (Noun, singular or mass)	0
warboel	n	NN (Noun, singular or mass)	--
warhoofd	n	NN (Noun, singular or mass)	--
warm	a	JJ (Adjective)	+
warmte	n	NN (Noun, singular or mass)	+
warrelig	a	JJ (Adjective)	--
warrig	a	JJ (Adjective)	--
wasvoorschrift	n	NN (Noun, singular or mass)	0
waterbaars	n	NN (Noun, singular or mass)	0
waterbouwkundige	n	NN (Noun, singular or mass)	0
waterdam	n	NN (Noun, singular or mass)	0
watergetij	n	NN (Noun, singular or mass)	0
waterhoofd	n	NN (Noun, singular or mass)	--
waterig	a	JJ (Adjective)	-
waterlander	n	NN (Noun, singular or mass)	-
waterman	n	NN (Noun, singular or mass)	0
waternimf	n	NN (Noun, singular or mass)	+
waterpeilglas	n	NN (Noun, singular or mass)	0
waterski	n	NN (Noun, singular or mass)	0
waterskier	n	NN (Noun, singular or mass)	0
waterstofgas	n	NN (Noun, singular or mass)	0
waterstofverbinding	n	NN (Noun, singular or mass)	0
watertanden	v	VB (Verb, base form)	++
watervliegtuig	n	NN (Noun, singular or mass)	0
watervloed	n	NN (Noun, singular or mass)	0
waterzak	n	NN (Noun, singular or mass)	0
watje	n	NN (Noun, singular or mass)	--
watjekouw	n	NN (Noun, singular or mass)	0
wauwelen	v	VB (Verb, base form)	--
wed.	n	NN (Noun, singular or mass)	0
wederhelft	n	NN (Noun, singular or mass)	+
wedijveren	v	VB (Verb, base form)	-
wedje	n	NN (Noun, singular or mass)	0
wedloop	n	NN (Noun, singular or mass)	0
weduwe	n	NN (Noun, singular or mass)	-
weduwnaar	n	NN (Noun, singular or mass)	-
weduwvrouw	n	NN (Noun, singular or mass)	0
wedvlucht	n	NN (Noun, singular or mass)	?
wee	n	NN (Noun, singular or mass)	-
weefsel	n	NN (Noun, singular or mass)	0
weeklagen	v	VB (Verb, base form)	?
weerbaarheid	n	NN (Noun, singular or mass)	+
weerbarstig	a	JJ (Adjective)	-
weergeven	v	VB (Verb, base form)	0
weergoden	n	NNS (Noun, plural)	0
weerhaan	n	NN (Noun, singular or mass)	0
weerklinken	v	VB (Verb, base form)	0
weerkundige	n	NN (Noun, singular or mass)	0
weerlegbaar	a	JJ (Adjective)	0
weerleggen	v	VB (Verb, base form)	0
weerlegging	n	NN (Noun, singular or mass)	+
weerloos	a	JJ (Adjective)	--
weeromkomen	v	VB (Verb, base form)	-
weerspannig	a	JJ (Adjective)	0
weerspiegeling	n	NN (Noun, singular or mass)	0
weerstand	n	NN (Noun, singular or mass)	-
weerwerk	n	NN (Noun, singular or mass)	0
weerzin	n	NN (Noun, singular or mass)	--
weerzinwekkend	a	JJ (Adjective)	--
weeskind	n	NN (Noun, singular or mass)	-
weetniet	n	NN (Noun, singular or mass)	-
weeïg	a	JJ (Adjective)	0
weg- en waterbouw	n	NN (Noun, singular or mass)	0
wegdoen	v	VB (Verb, base form)	-
wegenaanleg	n	NN (Noun, singular or mass)	0
wegfietsen	v	VB (Verb, base form)	0
weggaan	v	VB (Verb, base form)	0
weggeven	v	VB (Verb, base form)	+
wegjagen	v	VB (Verb, base form)	--
wegkopen	v	VB (Verb, base form)	0
wegkruipen	v	VB (Verb, base form)	-
weglaten	v	VB (Verb, base form)	0
wegleggen	v	VB (Verb, base form)	-
weglopen	v	VB (Verb, base form)	0
wegmarkering	n	NN (Noun, singular or mass)	0
wegnemen	v	VB (Verb, base form)	0
wegpoetsen	v	VB (Verb, base form)	-
wegrijden	v	VB (Verb, base form)	0
wegrollen	v	VB (Verb, base form)	0
wegsaneren	v	VB (Verb, base form)	-
wegschieten	v	VB (Verb, base form)	0
wegslaan	v	VB (Verb, base form)	-
wegslepen	v	VB (Verb, base form)	0
wegsnellen	v	VB (Verb, base form)	-
wegspoelen	v	VB (Verb, base form)	0
wegstromen	v	VB (Verb, base form)	-
wegstuiven	v	VB (Verb, base form)	0
wegsturen	v	VB (Verb, base form)	-
wegvegen	v	VB (Verb, base form)	0
wegverharding	n	NN (Noun, singular or mass)	0
wegvervoer	n	NN (Noun, singular or mass)	0
wegvliegen	v	VB (Verb, base form)	0
wegvloeien	v	VB (Verb, base form)	-
wegvluchten	v	VB (Verb, base form)	-
wegwaaien	v	VB (Verb, base form)	0
wegwezen	v	VB (Verb, base form)	-
wegwissen	v	VB (Verb, base form)	0
wegzwemmen	v	VB (Verb, base form)	0
weidegrond	n	NN (Noun, singular or mass)	0
weigerachtig	a	JJ (Adjective)	--
weigeren	v	VB (Verb, base form)	--
weigering	n	NN (Noun, singular or mass)	-
weiland	n	NN (Noun, singular or mass)	0
weinig	a	JJ (Adjective)	--
weirdo	n	NN (Noun, singular or mass)	--
wekken	v	VB (Verb, base form)	0
welbehagen	n	NN (Noun, singular or mass)	++
welbespraakt	a	JJ (Adjective)	++
welbespraaktheid	n	NN (Noun, singular or mass)	++
weldadig	a	JJ (Adjective)	--
weldoener	n	NN (Noun, singular or mass)	++
welgesteld	a	JJ (Adjective)	++
welgevallig	a	JJ (Adjective)	++
welkom	a	JJ (Adjective)	+
welkom	n	NN (Noun, singular or mass)	+
wellevendheid	n	NN (Noun, singular or mass)	+
welluidend	a	JJ (Adjective)	++
welriekend	a	JJ (Adjective)	++
welsprekend	a	JJ (Adjective)	++
welsprekendheid	n	NN (Noun, singular or mass)	++
welstand	n	NN (Noun, singular or mass)	++
welstandscommissie	n	NN (Noun, singular or mass)	0
welvaart	n	NN (Noun, singular or mass)	++
welvaren	n	NN (Noun, singular or mass)	+
welvarend	a	JJ (Adjective)	++
welvarendheid	n	NN (Noun, singular or mass)	++
welwillendheid	n	NN (Noun, singular or mass)	++
welzijn	n	NN (Noun, singular or mass)	++
wens	n	NN (Noun, singular or mass)	+
wenselijk	a	JJ (Adjective)	+
wensen	v	VB (Verb, base form)	+
wensmoeder	n	NN (Noun, singular or mass)	0
wentelen	v	VB (Verb, base form)	0
wentelwiek	n	NN (Noun, singular or mass)	0
wereldklasse	n	NN (Noun, singular or mass)	++
wereldomvattend	a	JJ (Adjective)	+
wereldranglijst	n	NN (Noun, singular or mass)	+
weren	v	VB (Verb, base form)	-
werk	n	NN (Noun, singular or mass)	0
werkelijk	a	JJ (Adjective)	0
werkeloos	a	JJ (Adjective)	-
werken	v	VB (Verb, base form)	0
werkgever	n	NN (Noun, singular or mass)	0
werkhuis	n	NN (Noun, singular or mass)	0
werking	n	NN (Noun, singular or mass)	0
werkkracht	n	NN (Noun, singular or mass)	+
werkloze	n	NN (Noun, singular or mass)	-
werkman	n	NN (Noun, singular or mass)	0
werknemer	n	NN (Noun, singular or mass)	0
werkschuw	a	JJ (Adjective)	--
werktekening	n	NN (Noun, singular or mass)	0
werktuigbouwkundige	n	NN (Noun, singular or mass)	0
werkwillige	n	NN (Noun, singular or mass)	+
werkzaam	a	JJ (Adjective)	+
werkzaamheden	n	NNS (Noun, plural)	0
wervelend	a	JJ (Adjective)	++
wet	n	NN (Noun, singular or mass)	0
wetenschappelijk	a	JJ (Adjective)	++
wetenschapper	n	NN (Noun, singular or mass)	+
wetenschapsman	n	NN (Noun, singular or mass)	0
wetenschapsmens	n	NN (Noun, singular or mass)	+
wetgeleerde	n	NN (Noun, singular or mass)	0
wetsartikel	n	NN (Noun, singular or mass)	0
wetsvoorstel	n	NN (Noun, singular or mass)	0
wetteloos	a	JJ (Adjective)	-
wetteloosheid	n	NN (Noun, singular or mass)	--
wettigen	v	VB (Verb, base form)	0
wezen	n	NN (Noun, singular or mass)	0
wezenskenmerk	n	NN (Noun, singular or mass)	0
wherry	n	NN (Noun, singular or mass)	?
whizzkid	n	NN (Noun, singular or mass)	++
wiebelen	v	VB (Verb, base form)	0
wiegen	v	VB (Verb, base form)	0
wierook	n	NN (Noun, singular or mass)	0
wierookbrander	n	NN (Noun, singular or mass)	0
wiet	n	NN (Noun, singular or mass)	-
wig	n	NN (Noun, singular or mass)	-
wijd	a	JJ (Adjective)	+
wijden	v	VB (Verb, base form)	+
wijdmazig	a	JJ (Adjective)	0
wijdverbreid	a	JJ (Adjective)	0
wijf	n	NN (Noun, singular or mass)	-
wijfie	n	NN (Noun, singular or mass)	-
wijnkenner	n	NN (Noun, singular or mass)	0
wijnpers	n	NN (Noun, singular or mass)	0
wijnproever	n	NN (Noun, singular or mass)	0
wijs	n	NN (Noun, singular or mass)	++
wijsheid	n	NN (Noun, singular or mass)	++
wijvenpraat	n	NN (Noun, singular or mass)	--
wijzing	n	NN (Noun, singular or mass)	0
wiking	n	NN (Noun, singular or mass)	-
wikkelen	v	VB (Verb, base form)	0
wil	n	NN (Noun, singular or mass)	+
wild	a	JJ (Adjective)	--
wild	n	NN (Noun, singular or mass)	-
wilde	n	NN (Noun, singular or mass)	-
wildzang	n	NN (Noun, singular or mass)	0
wilg	n	NN (Noun, singular or mass)	0
willen	v	VB (Verb, base form)	0
willig	a	JJ (Adjective)	++
wilskracht	n	NN (Noun, singular or mass)	++
wilskrachtig	a	JJ (Adjective)	++
wind	n	NN (Noun, singular or mass)	0
windbuil	n	NN (Noun, singular or mass)	0
windgod	n	NN (Noun, singular or mass)	0
windhaak	n	NN (Noun, singular or mass)	0
windmaker	n	NN (Noun, singular or mass)	0
windwijzer	n	NN (Noun, singular or mass)	0
winkelbediende	n	NN (Noun, singular or mass)	0
winnaar	n	NN (Noun, singular or mass)	++
winnen	v	VB (Verb, base form)	++
winner	n	NN (Noun, singular or mass)	++
winst	n	NN (Noun, singular or mass)	++
winstcijfer	n	NN (Noun, singular or mass)	0
winstgevend	a	JJ (Adjective)	++
wintermode	n	NN (Noun, singular or mass)	0
wintersportcentrum	n	NN (Noun, singular or mass)	0
wipgalg	n	NN (Noun, singular or mass)	?
wippen	v	VB (Verb, base form)	0
wis	a	JJ (Adjective)	?
wisecracker	n	NN (Noun, singular or mass)	?
wiskundige	n	NN (Noun, singular or mass)	0
wisselwachter	n	NN (Noun, singular or mass)	0
wissen	v	VB (Verb, base form)	-
wit	a	JJ (Adjective)	0
wit	n	NN (Noun, singular or mass)	0
witheet	a	JJ (Adjective)	-
woede	n	NN (Noun, singular or mass)	-
woedend	a	JJ (Adjective)	--
woelgeest	n	NN (Noun, singular or mass)	-
woest	a	JJ (Adjective)	--
woesteling	n	NN (Noun, singular or mass)	--
woestheid	n	NN (Noun, singular or mass)	--
