Lexicon entry	PoS-tag	PoS-tag (Penn Treebank)	Annotation 1
treffen	n	NN (Noun, singular or mass)	0
treffend	a	JJ (Adjective)	++
trek	n	NN (Noun, singular or mass)	-
trekken	v	VB (Verb, base form)	-
trekker	n	NN (Noun, singular or mass)	0
trekkoord	n	NN (Noun, singular or mass)	0
trekkracht	n	NN (Noun, singular or mass)	0
trekspier	n	NN (Noun, singular or mass)	0
trektocht	n	NN (Noun, singular or mass)	0
tremor	n	NN (Noun, singular or mass)	-
trendy	a	JJ (Adjective)	++
treuren	v	VB (Verb, base form)	-
treurig	a	JJ (Adjective)	--
treurigheid	n	NN (Noun, singular or mass)	--
treurnis	n	NN (Noun, singular or mass)	--
treurspel	n	NN (Noun, singular or mass)	--
trick	n	NN (Noun, singular or mass)	+
trien	n	NN (Noun, singular or mass)	--
triest	a	JJ (Adjective)	--
triestheid	n	NN (Noun, singular or mass)	-
triestig	a	JJ (Adjective)	--
trillen	v	VB (Verb, base form)	0
trinitarier	n	NN (Noun, singular or mass)	0
triomf	n	NN (Noun, singular or mass)	++
triomfantelijk	a	JJ (Adjective)	+
triomfator	n	NN (Noun, singular or mass)	+
troel	n	NN (Noun, singular or mass)	--
troela	n	NN (Noun, singular or mass)	--
troep	n	NN (Noun, singular or mass)	-
troetelkind	n	NN (Noun, singular or mass)	++
trommel	n	NN (Noun, singular or mass)	0
trommelrem	n	NN (Noun, singular or mass)	0
trommelvliesontsteking	n	NN (Noun, singular or mass)	0
trompet	n	NN (Noun, singular or mass)	0
troost	n	NN (Noun, singular or mass)	+
trots	a	JJ (Adjective)	++
trots	n	NN (Noun, singular or mass)	+
trotseren	v	VB (Verb, base form)	++
trouw	a	JJ (Adjective)	++
trouw	n	NN (Noun, singular or mass)	+
trouwbijbel	n	NN (Noun, singular or mass)	0
trouweloos	a	JJ (Adjective)	--
truc	n	NN (Noun, singular or mass)	--
trucfilm	n	NN (Noun, singular or mass)	-
truttebol	n	NN (Noun, singular or mass)	--
tuchtcommissie	n	NN (Noun, singular or mass)	-
tuien	v	VB (Verb, base form)	?
tuighuis	n	NN (Noun, singular or mass)	0
tuinaarde	n	NN (Noun, singular or mass)	0
tuinier	n	NN (Noun, singular or mass)	0
tuinieren	v	VB (Verb, base form)	+
tulpenboom	n	NN (Noun, singular or mass)	0
tumult	n	NN (Noun, singular or mass)	--
tureluurs	a	JJ (Adjective)	--
turnzaal	n	NN (Noun, singular or mass)	0
tussenhersenen	n	NN (Noun, singular or mass)	0
tussenhuis	n	NN (Noun, singular or mass)	0
tussenpersoon	n	NN (Noun, singular or mass)	0
tussenregering	n	NN (Noun, singular or mass)	0
tut	n	NN (Noun, singular or mass)	--
tuttebel	n	NN (Noun, singular or mass)	--
tweederangs	a	JJ (Adjective)	-
tweeslachtig	a	JJ (Adjective)	-
tweeslachtigheid	n	NN (Noun, singular or mass)	-
tweevoud	n	NN (Noun, singular or mass)	0
twijfel	n	NN (Noun, singular or mass)	+
twijfelachtig	a	JJ (Adjective)	--
twist	n	NN (Noun, singular or mass)	-
twistgesprek	n	NN (Noun, singular or mass)	--
tyfuslijer	n	NN (Noun, singular or mass)	--
type	n	NN (Noun, singular or mass)	-
typisch	a	JJ (Adjective)	0
typist	n	NN (Noun, singular or mass)	0
typograaf	n	NN (Noun, singular or mass)	0
typografie	n	NN (Noun, singular or mass)	0
uil	n	NN (Noun, singular or mass)	0
uilebal	n	NN (Noun, singular or mass)	--
uilenbal	n	NN (Noun, singular or mass)	--
uilskuiken	n	NN (Noun, singular or mass)	--
uitbarsting	n	NN (Noun, singular or mass)	-
uitblinker	n	NN (Noun, singular or mass)	++
uitblussen	v	VB (Verb, base form)	-
uitbraak	n	NN (Noun, singular or mass)	--
uitbreidingsmogelijkheid	n	NN (Noun, singular or mass)	+
uitbrengen	v	VB (Verb, base form)	+
uitbuiting	n	NN (Noun, singular or mass)	--
uitbundigheid	n	NN (Noun, singular or mass)	++
uitdaging	n	NN (Noun, singular or mass)	+
uitdelen	v	VB (Verb, base form)	+
uitdoen	v	VB (Verb, base form)	0
uitdoven	v	VB (Verb, base form)	-
uitdrinken	v	VB (Verb, base form)	0
uitdrukkelijk	a	JJ (Adjective)	0
uitduwen	v	VB (Verb, base form)	0
uiteenlopend	a	JJ (Adjective)	0
uiteenspringen	v	VB (Verb, base form)	-
uiteinde	n	NN (Noun, singular or mass)	0
uiteindelijk	a	JJ (Adjective)	+
uiterlijk	a	JJ (Adjective)	0
uiterst	a	JJ (Adjective)	+
uitgaan	v	VB (Verb, base form)	0
uitgang	n	NN (Noun, singular or mass)	0
uitgehongerd	a	JJ (Adjective)	--
uitgekiend	a	JJ (Adjective)	+
uitgemergeld	a	JJ (Adjective)	--
uitgeslapen	a	JJ (Adjective)	+
uitgesproken	a	JJ (Adjective)	0
uitgeteerd	a	JJ (Adjective)	--
uitgewekene	n	NN (Noun, singular or mass)	0
uitgezakt	a	JJ (Adjective)	--
uitgifte	n	NN (Noun, singular or mass)	0
uitglijder	n	NN (Noun, singular or mass)	--
uitgommen	v	VB (Verb, base form)	-
uithaal	n	NN (Noun, singular or mass)	-
uithangen	v	VB (Verb, base form)	-
uithollen	v	VB (Verb, base form)	-
uithouden	v	VB (Verb, base form)	-
uiting	n	NN (Noun, singular or mass)	0
uitkering	n	NN (Noun, singular or mass)	-
uitklauteren	v	VB (Verb, base form)	+
uitkleden	v	VB (Verb, base form)	0
uitklimmen	v	VB (Verb, base form)	0
uitklinken	v	VB (Verb, base form)	++
uitkomen	v	VB (Verb, base form)	0
uitkrijgen	v	VB (Verb, base form)	0
uitlaat	n	NN (Noun, singular or mass)	0
uitleenbalie	n	NN (Noun, singular or mass)	0
uitlenen	v	VB (Verb, base form)	0
uitmuntend	a	JJ (Adjective)	++
uitnemend	a	JJ (Adjective)	+
uitnodigend	a	JJ (Adjective)	++
uitoefenen	v	VB (Verb, base form)	0
uitpersen	v	VB (Verb, base form)	-
uitpoetsen	v	VB (Verb, base form)	0
uitpraten	v	VB (Verb, base form)	+
uitputtend	a	JJ (Adjective)	-
uitputting	n	NN (Noun, singular or mass)	-
uitrangeren	v	VB (Verb, base form)	--
uitrukken	v	VB (Verb, base form)	0
uitschakelen	v	VB (Verb, base form)	+
uitschieten	v	VB (Verb, base form)	-
uitschuiftafel	n	NN (Noun, singular or mass)	-
uitschuiven	v	VB (Verb, base form)	0
uitsluiting	n	NN (Noun, singular or mass)	-
uitsplitsing	n	NN (Noun, singular or mass)	0
uitspoelen	v	VB (Verb, base form)	0
uitspraak	n	NN (Noun, singular or mass)	0
uitspreken	v	VB (Verb, base form)	0
uitstekend	a	JJ (Adjective)	++
uittellen	v	VB (Verb, base form)	0
uittillen	v	VB (Verb, base form)	0
uittreden	v	VB (Verb, base form)	-
uitvaren	v	VB (Verb, base form)	0
uitvegen	v	VB (Verb, base form)	-
uitverkorene	n	NN (Noun, singular or mass)	++
uitvlakken	v	VB (Verb, base form)	-
uitvliegen	v	VB (Verb, base form)	0
uitvoer	n	NN (Noun, singular or mass)	0
uitvoerbaar	a	JJ (Adjective)	++
uitvoering	n	NN (Noun, singular or mass)	0
uitweiden	v	VB (Verb, base form)	-
uitwijken	v	VB (Verb, base form)	0
uitwissen	v	VB (Verb, base form)	-
uitzendkracht	n	NN (Noun, singular or mass)	0
uitzetting	n	NN (Noun, singular or mass)	-
uitzondering	n	NN (Noun, singular or mass)	0
uitzonderlijk	a	JJ (Adjective)	+
ukkepuk	n	NN (Noun, singular or mass)	--
ultimatum	n	NN (Noun, singular or mass)	+
ultra	n	NN (Noun, singular or mass)	+
ultramicroscoop	n	NN (Noun, singular or mass)	0
underdog	n	NN (Noun, singular or mass)	--
unduleren	v	VB (Verb, base form)	?
uniek	a	JJ (Adjective)	++
unieren	v	VB (Verb, base form)	0
uniform	a	JJ (Adjective)	0
uniform	n	NN (Noun, singular or mass)	0
unitarier	n	NN (Noun, singular or mass)	0
ups-and-downs	n	NN (Noun, singular or mass)	0
urgentie	n	NN (Noun, singular or mass)	-
urineren	v	VB (Verb, base form)	0
urnenveld	n	NN (Noun, singular or mass)	-
utilitair	a	JJ (Adjective)	?
uurloner	n	NN (Noun, singular or mass)	0
uurwijzer	n	NN (Noun, singular or mass)	0
vaag	a	JJ (Adjective)	--
vaagheid	n	NN (Noun, singular or mass)	--
vaalbont	a	JJ (Adjective)	--
vaalwit	a	JJ (Adjective)	--
vaan	n	NN (Noun, singular or mass)	0
vaarboom	n	NN (Noun, singular or mass)	?
vaardig	a	JJ (Adjective)	++
vaardigheid	n	NN (Noun, singular or mass)	+
vaarwel	n	NN (Noun, singular or mass)	-
vaatverkalking	n	NN (Noun, singular or mass)	0
vaatziekte	n	NN (Noun, singular or mass)	0
vacatie	n	NN (Noun, singular or mass)	0
vader	n	NN (Noun, singular or mass)	0
vagant	n	NN (Noun, singular or mass)	0
vakantiedrukte	n	NN (Noun, singular or mass)	0
vakantiehulp	n	NN (Noun, singular or mass)	0
vakantiekracht	n	NN (Noun, singular or mass)	0
vakbondslid	n	NN (Noun, singular or mass)	0
vakkundig	a	JJ (Adjective)	++
vakman	n	NN (Noun, singular or mass)	++
vakreferent	n	NN (Noun, singular or mass)	0
vakvrouw	n	NN (Noun, singular or mass)	++
val	n	NN (Noun, singular or mass)	--
valentie	n	NN (Noun, singular or mass)	?
valeriaanwortel	n	NN (Noun, singular or mass)	0
validiteit	n	NN (Noun, singular or mass)	++
valkekap	n	NN (Noun, singular or mass)	?
valkuil	n	NN (Noun, singular or mass)	--
vallen	v	VB (Verb, base form)	-
vals	a	JJ (Adjective)	--
valsaard	n	NN (Noun, singular or mass)	--
valserik	n	NN (Noun, singular or mass)	--
valstrik	n	NN (Noun, singular or mass)	--
vamp	n	NN (Noun, singular or mass)	0
vangzeil	n	NN (Noun, singular or mass)	0
varensman	n	NN (Noun, singular or mass)	0
varken	n	NN (Noun, singular or mass)	-
varkensfilet	n	NN (Noun, singular or mass)	0
varkenshok	n	NN (Noun, singular or mass)	--
varkenskarbonade	n	NN (Noun, singular or mass)	0
varkenslever	n	NN (Noun, singular or mass)	0
vast	b		+
vasthechten	v	VB (Verb, base form)	0
vasthouden	v	VB (Verb, base form)	0
vasthoudendheid	n	NN (Noun, singular or mass)	++
vastmaken	v	VB (Verb, base form)	0
vastraken	v	VB (Verb, base form)	-
vastrijgen	v	VB (Verb, base form)	0
vaststellen	v	VB (Verb, base form)	+
vaststelling	n	NN (Noun, singular or mass)	0
vastzitten	v	VB (Verb, base form)	-
vechten	v	VB (Verb, base form)	--
vechtersbaas	n	NN (Noun, singular or mass)	++
vechtjas	n	NN (Noun, singular or mass)	--
veel	a	JJ (Adjective)	++
veelbewogen	a	JJ (Adjective)	++
veelzijdig	a	JJ (Adjective)	++
veelzijdigheid	n	NN (Noun, singular or mass)	++
veem	n	NN (Noun, singular or mass)	?
veer	n	NN (Noun, singular or mass)	+
veerboot	n	NN (Noun, singular or mass)	0
veerkrachtig	a	JJ (Adjective)	++
veerpont	n	NN (Noun, singular or mass)	0
vegeteren	v	VB (Verb, base form)	--
veil	a	JJ (Adjective)	?
veilig	a	JJ (Adjective)	++
veiligheid	n	NN (Noun, singular or mass)	+
veiligheidsriem	n	NN (Noun, singular or mass)	0
veinzaard	n	NN (Noun, singular or mass)	--
veinzen	v	VB (Verb, base form)	--
veinzer	n	NN (Noun, singular or mass)	--
veinzerij	n	NN (Noun, singular or mass)	--
veldartillerie	n	NN (Noun, singular or mass)	0
velen	v	VB (Verb, base form)	0
vellen	v	VB (Verb, base form)	-
velours-chiffon	n	NN (Noun, singular or mass)	0
velouté	n	NN (Noun, singular or mass)	0
venerabel	a	JJ (Adjective)	++
vent	n	NN (Noun, singular or mass)	+
veracht	a	JJ (Adjective)	--
verachten	v	VB (Verb, base form)	--
verafschuwen	v	VB (Verb, base form)	--
veranderen	v	VB (Verb, base form)	0
verantwoord	a	JJ (Adjective)	++
verantwoordelijk	a	JJ (Adjective)	++
verantwoordelijkheid	n	NN (Noun, singular or mass)	+
verantwoorden	v	VB (Verb, base form)	-
verantwoording	n	NN (Noun, singular or mass)	+
verbaasd	a	JJ (Adjective)	0
verbanning	n	NN (Noun, singular or mass)	-
verbazen	v	VB (Verb, base form)	0
verbazend	a	JJ (Adjective)	0
verbazing	n	NN (Noun, singular or mass)	-
verbazingwekkend	a	JJ (Adjective)	+
verbeiden	v	VB (Verb, base form)	?
verbeteren	v	VB (Verb, base form)	+
verbetering	n	NN (Noun, singular or mass)	++
verbieden	v	VB (Verb, base form)	-
verbijsterd	a	JJ (Adjective)	--
verbijsterend	a	JJ (Adjective)	--
verbijstering	n	NN (Noun, singular or mass)	--
verbindingsdienst	n	NN (Noun, singular or mass)	0
verbindingstroepen	n	NNS (Noun, plural)	0
verblijden	v	VB (Verb, base form)	++
verblind	a	JJ (Adjective)	--
verbluffend	a	JJ (Adjective)	++
verbod	n	NN (Noun, singular or mass)	-
verboden	a	JJ (Adjective)	-
verbolgenheid	n	NN (Noun, singular or mass)	--
verbondenheid	n	NN (Noun, singular or mass)	++
verbranden	v	VB (Verb, base form)	-
verbroedering	n	NN (Noun, singular or mass)	++
verbruiker	n	NN (Noun, singular or mass)	-
verdacht	a	JJ (Adjective)	-
verdachte	n	NN (Noun, singular or mass)	--
verdagen	v	VB (Verb, base form)	-
verdedigbaar	a	JJ (Adjective)	++
verdedigen	v	VB (Verb, base form)	+
verdediger	n	NN (Noun, singular or mass)	+
verdediging	n	NN (Noun, singular or mass)	+
verdeeld	a	JJ (Adjective)	-
verdeeldheid	n	NN (Noun, singular or mass)	--
verdelgen	v	VB (Verb, base form)	-
verder	a	JJR (Adjective, comparative)	0
verderfelijk	a	JJ (Adjective)	--
verdienen	v	VB (Verb, base form)	+
verdienste	n	NN (Noun, singular or mass)	++
verdienstelijk	a	JJ (Adjective)	++
verdieping	n	NN (Noun, singular or mass)	+
verdikken	v	VB (Verb, base form)	-
verdoemenis	n	NN (Noun, singular or mass)	--
verdomd	a	JJ (Adjective)	--
verdord	a	JJ (Adjective)	--
verdorven	a	JJ (Adjective)	--
verdraagzaamheid	n	NN (Noun, singular or mass)	+
verdraaid	a	JJ (Adjective)	--
verdragen	v	VB (Verb, base form)	+
verdriet	n	NN (Noun, singular or mass)	-
verdrietig	a	JJ (Adjective)	--
verdrinking	n	NN (Noun, singular or mass)	-
verdrukking	n	NN (Noun, singular or mass)	--
verduidelijking	n	NN (Noun, singular or mass)	0
verduiveld	a	JJ (Adjective)	--
verduren	v	VB (Verb, base form)	--
verduveld	a	JJ (Adjective)	--
verdwijnen	v	VB (Verb, base form)	-
veredeling	n	NN (Noun, singular or mass)	+
veredelingsbedrijf	n	NN (Noun, singular or mass)	0
vereenvoudigen	v	VB (Verb, base form)	+
vereenzaamd	a	JJ (Adjective)	--
vereerder	n	NN (Noun, singular or mass)	+
veren	v	VB (Verb, base form)	0
verenen	v	VB (Verb, base form)	0
verenigbaar	a	JJ (Adjective)	++
verenigen	v	VB (Verb, base form)	0
verenkleed	n	NN (Noun, singular or mass)	0
vereren	v	VB (Verb, base form)	+
verergeren	v	VB (Verb, base form)	--
verergering	n	NN (Noun, singular or mass)	--
verfijnen	v	VB (Verb, base form)	++
verfijning	n	NN (Noun, singular or mass)	++
verfoeilijk	a	JJ (Adjective)	--
verfraaien	v	VB (Verb, base form)	+
verfraaiing	n	NN (Noun, singular or mass)	++
verfrissend	a	JJ (Adjective)	++
vergaan	v	VB (Verb, base form)	--
vergankelijkheid	n	NN (Noun, singular or mass)	-
vergeefs	a	JJ (Adjective)	--
vergeetachtig	a	JJ (Adjective)	--
vergeetachtigheid	n	NN (Noun, singular or mass)	--
vergelding	n	NN (Noun, singular or mass)	--
vergemakkelijken	v	VB (Verb, base form)	++
vergenoegdheid	n	NN (Noun, singular or mass)	-
vergenoegen	v	VB (Verb, base form)	+
vergeten	v	VB (Verb, base form)	-
vergeven	v	VB (Verb, base form)	+
vergevorderd	a	JJ (Adjective)	+
vergezicht	n	NN (Noun, singular or mass)	0
vergezocht	a	JJ (Adjective)	--
vergiffenis	n	NN (Noun, singular or mass)	++
vergoeding	n	NN (Noun, singular or mass)	+
vergroten	v	VB (Verb, base form)	+
vergunnen	v	VB (Verb, base form)	++
verhaaltrant	n	NN (Noun, singular or mass)	0
verhard	a	JJ (Adjective)	-
verheerlijken	v	VB (Verb, base form)	-
verheerlijking	n	NN (Noun, singular or mass)	-
verheffen	v	VB (Verb, base form)	+
verheffend	a	JJ (Adjective)	++
verheffing	n	NN (Noun, singular or mass)	0
verhelderend	a	JJ (Adjective)	++
verheldering	n	NN (Noun, singular or mass)	+
verhelpen	v	VB (Verb, base form)	++
verheugd	a	JJ (Adjective)	++
verheugen	v	VB (Verb, base form)	++
verheugend	a	JJ (Adjective)	++
verheugenis	n	NN (Noun, singular or mass)	++
verheven	a	JJ (Adjective)	++
verhindering	n	NN (Noun, singular or mass)	-
verhogen	v	VB (Verb, base form)	0
verhoging	n	NN (Noun, singular or mass)	0
verhongeren	v	VB (Verb, base form)	-
verhuizer	n	NN (Noun, singular or mass)	0
verificatiecommissie	n	NN (Noun, singular or mass)	0
verkeerd	a	JJ (Adjective)	--
verkeersdrukte	n	NN (Noun, singular or mass)	-
verkeerslicht	n	NN (Noun, singular or mass)	0
verkeerszuil	n	NN (Noun, singular or mass)	0
verkenner	n	NN (Noun, singular or mass)	0
verkenningspatrouille	n	NN (Noun, singular or mass)	0
verkeren	v	VB (Verb, base form)	+
verkiezingsprogramma	n	NN (Noun, singular or mass)	0
verkiezingsuitzending	n	NN (Noun, singular or mass)	0
verknipt	a	JJ (Adjective)	--
verkooppraatje	n	NN (Noun, singular or mass)	--
verkopen	v	VB (Verb, base form)	0
verkoper	n	NN (Noun, singular or mass)	0
verkrijgen	v	VB (Verb, base form)	0
verkrommen	v	VB (Verb, base form)	0
verkwijnen	v	VB (Verb, base form)	-
verkwikkelijk	a	JJ (Adjective)	++
verladen	v	VB (Verb, base form)	0
verlakkerij	n	NN (Noun, singular or mass)	-
verlangen	n	NN (Noun, singular or mass)	+
verlangen	v	VB (Verb, base form)	+
verlaten	a	JJ (Adjective)	-
verlaten	v	VB (Verb, base form)	-
verlegen	a	JJ (Adjective)	-
verlegenheid	n	NN (Noun, singular or mass)	-
verleidelijk	a	JJ (Adjective)	++
verleiden	v	VB (Verb, base form)	+
verleiding	n	NN (Noun, singular or mass)	+
verlenen	v	VB (Verb, base form)	0
verlengbaar	a	JJ (Adjective)	+
verlenging	n	NN (Noun, singular or mass)	0
verlevendigen	v	VB (Verb, base form)	++
verlichten	v	VB (Verb, base form)	+
verlies	n	NN (Noun, singular or mass)	--
verliezen	v	VB (Verb, base form)	-
verliezer	n	NN (Noun, singular or mass)	--
verlof	n	NN (Noun, singular or mass)	+
verlokkelijk	a	JJ (Adjective)	++
verlokken	v	VB (Verb, base form)	-
verlokkend	a	JJ (Adjective)	+
verlokker	n	NN (Noun, singular or mass)	-
verloochening	n	NN (Noun, singular or mass)	--
verloop	n	NN (Noun, singular or mass)	-
verloren	a	JJ (Adjective)	-
verlosser	n	NN (Noun, singular or mass)	++
vermaak	n	NN (Noun, singular or mass)	++
vermaardheid	n	NN (Noun, singular or mass)	+
vermaken	v	VB (Verb, base form)	++
vermaledijd	a	JJ (Adjective)	-
vermaning	n	NN (Noun, singular or mass)	-
vermenigvuldiging	n	NN (Noun, singular or mass)	0
vermijden	v	VB (Verb, base form)	-
vermijding	n	NN (Noun, singular or mass)	-
vermindering	n	NN (Noun, singular or mass)	--
verminkt	a	JJ (Adjective)	--
vermoeid	a	JJ (Adjective)	--
vermoeidheid	n	NN (Noun, singular or mass)	--
vermoeiend	a	JJ (Adjective)	--
vermoeienis	n	NN (Noun, singular or mass)	-
vermogen	n	NN (Noun, singular or mass)	++
vermogen	v	VB (Verb, base form)	+
vermogend	a	JJ (Adjective)	++
vermomd	a	JJ (Adjective)	0
vermoorden	v	VB (Verb, base form)	-
vermorzelen	v	VB (Verb, base form)	--
vernederen	v	VB (Verb, base form)	--
vernedering	n	NN (Noun, singular or mass)	--
verneukeratief	a	JJ (Adjective)	--
verneukerij	n	NN (Noun, singular or mass)	--
vernietigen	v	VB (Verb, base form)	-
vernietigend	a	JJ (Adjective)	--
vernietiging	n	NN (Noun, singular or mass)	--
veronderstelling	n	NN (Noun, singular or mass)	0
verontreiniging	n	NN (Noun, singular or mass)	--
verontrust	a	JJ (Adjective)	--
verontrustend	a	JJ (Adjective)	--
verontwaardigd	a	JJ (Adjective)	--
verontwaardiging	n	NN (Noun, singular or mass)	--
veroordelen	v	VB (Verb, base form)	--
veroordeling	n	NN (Noun, singular or mass)	-
veroorloven	v	VB (Verb, base form)	-
veroveren	v	VB (Verb, base form)	+
verovering	n	NN (Noun, singular or mass)	+
verpakking	n	NN (Noun, singular or mass)	0
verpersoonlijken	v	VB (Verb, base form)	0
verpersoonlijking	n	NN (Noun, singular or mass)	0
verplaatsen	v	VB (Verb, base form)	0
verpleegkundige	n	NN (Noun, singular or mass)	0
verpletteren	v	VB (Verb, base form)	--
verpletterend	a	JJ (Adjective)	++
verplicht	a	JJ (Adjective)	-
verplichting	n	NN (Noun, singular or mass)	-
verraad	n	NN (Noun, singular or mass)	--
verraden	v	VB (Verb, base form)	--
verrader	n	NN (Noun, singular or mass)	--
verraderlijk	a	JJ (Adjective)	--
verrassend	a	JJ (Adjective)	+
verrassing	n	NN (Noun, singular or mass)	++
verregenen	v	VB (Verb, base form)	-
verrekt	a	JJ (Adjective)	--
verrichten	v	VB (Verb, base form)	+
verrichting	n	NN (Noun, singular or mass)	0
verrijken	v	VB (Verb, base form)	+
verrijking	n	NN (Noun, singular or mass)	++
verroeren	v	VB (Verb, base form)	0
verrot	a	JJ (Adjective)	--
vers	a	JJ (Adjective)	++
vers	n	NN (Noun, singular or mass)	+
verscheiden	a	JJ (Adjective)	0
verschenken	v	VB (Verb, base form)	0
verschijnen	v	VB (Verb, base form)	0
verschijning	n	NN (Noun, singular or mass)	-
verschil	n	NN (Noun, singular or mass)	0
verschillen	v	VB (Verb, base form)	0
verschillend	a	JJ (Adjective)	0
verschoonbaar	a	JJ (Adjective)	0
verschoppeling	n	NN (Noun, singular or mass)	--
verschrikkelijk	a	JJ (Adjective)	--
verschrikking	n	NN (Noun, singular or mass)	--
verschuilen	v	VB (Verb, base form)	-
versiering	n	NN (Noun, singular or mass)	+
versimpelen	v	VB (Verb, base form)	0
verslaafde	n	NN (Noun, singular or mass)	-
verslaggever	n	NN (Noun, singular or mass)	0
verslaving	n	NN (Noun, singular or mass)	-
verslechteren	v	VB (Verb, base form)	--
verslechtering	n	NN (Noun, singular or mass)	--
versleten	a	JJ (Adjective)	--
versliegeraar	n	NN (Noun, singular or mass)	-
verspilling	n	NN (Noun, singular or mass)	--
verspreken	v	VB (Verb, base form)	--
verspringen	v	VB (Verb, base form)	0
verstaanbaar	a	JJ (Adjective)	++
verstandhouding	n	NN (Noun, singular or mass)	+
verstandsmens	n	NN (Noun, singular or mass)	+
verstard	a	JJ (Adjective)	--
versteend	a	JJ (Adjective)	-
versterken	v	VB (Verb, base form)	+
versterking	n	NN (Noun, singular or mass)	+
verstijfd	a	JJ (Adjective)	--
verstikken	v	VB (Verb, base form)	-
verstoord	a	JJ (Adjective)	-
verstoppen	v	VB (Verb, base form)	0
verstoren	v	VB (Verb, base form)	-
verstoteling	n	NN (Noun, singular or mass)	-
verstotene	n	NN (Noun, singular or mass)	--
verstrekken	v	VB (Verb, base form)	0
verstrikken	v	VB (Verb, base form)	--
verstrooid	a	JJ (Adjective)	-
verstrooien	v	VB (Verb, base form)	-
versturen	v	VB (Verb, base form)	0
vertegenwoordiger	n	NN (Noun, singular or mass)	0
verteller	n	NN (Noun, singular or mass)	0
vertelsel	n	NN (Noun, singular or mass)	-
verteltrant	n	NN (Noun, singular or mass)	0
verticaal	n	NN (Noun, singular or mass)	0
vertoeven	v	VB (Verb, base form)	0
vertraging	n	NN (Noun, singular or mass)	--
vertrekken	v	VB (Verb, base form)	0
vertrouwelijk	a	JJ (Adjective)	+
vertrouwen	n	NN (Noun, singular or mass)	+
vertrouwen	v	VB (Verb, base form)	+
vervaardigen	v	VB (Verb, base form)	+
vervaardiger	n	NN (Noun, singular or mass)	+
vervaardiging	n	NN (Noun, singular or mass)	+
vervaarlijk	a	JJ (Adjective)	-
vervagen	v	VB (Verb, base form)	0
verval	n	NN (Noun, singular or mass)	--
vervallen	v	VB (Verb, base form)	-
vervalsen	v	VB (Verb, base form)	-
vervalsing	n	NN (Noun, singular or mass)	--
vervanger	n	NN (Noun, singular or mass)	0
vervangingsinkomen	n	NN (Noun, singular or mass)	0
verveeld	a	JJ (Adjective)	--
vervelend	a	JJ (Adjective)	--
verveling	n	NN (Noun, singular or mass)	--
vervloeien	v	VB (Verb, base form)	0
vervloeking	n	NN (Noun, singular or mass)	-
vervloekt	a	JJ (Adjective)	--
vervoegbaar	a	JJ (Adjective)	+
vervoersdeskundige	n	NN (Noun, singular or mass)	0
vervolgen	v	VB (Verb, base form)	-
vervolging	n	NN (Noun, singular or mass)	--
vervolledigen	v	VB (Verb, base form)	0
vervormen	v	VB (Verb, base form)	-
vervorming	n	NN (Noun, singular or mass)	-
vervreemden	v	VB (Verb, base form)	--
vervreemding	n	NN (Noun, singular or mass)	-
vervuilen	v	VB (Verb, base form)	-
vervuiler	n	NN (Noun, singular or mass)	--
vervulling	n	NN (Noun, singular or mass)	+
verwaand	a	JJ (Adjective)	--
verwaarlozen	v	VB (Verb, base form)	--
verwaarlozing	n	NN (Noun, singular or mass)	--
verward	a	JJ (Adjective)	--
verwarren	v	VB (Verb, base form)	-
verwarrend	a	JJ (Adjective)	--
verwarring	n	NN (Noun, singular or mass)	--
verwaten	a	JJ (Adjective)	?
verweesd	a	JJ (Adjective)	--
verwennen	v	VB (Verb, base form)	+
verwensing	n	NN (Noun, singular or mass)	-
verwenst	a	VBN (Verb, past participle)	-
verwerkelijken	v	VB (Verb, base form)	+
verwerkelijking	n	NN (Noun, singular or mass)	+
verwerpen	v	VB (Verb, base form)	-
verwerping	n	NN (Noun, singular or mass)	-
verwerven	v	VB (Verb, base form)	+
verwezenlijken	v	VB (Verb, base form)	+
verwezenlijking	n	NN (Noun, singular or mass)	++
verwijderen	v	VB (Verb, base form)	-
verwijdering	n	NN (Noun, singular or mass)	-
verwijlen	v	VB (Verb, base form)	0
verwijt	n	NN (Noun, singular or mass)	--
verwijtend	a	JJ (Adjective)	--
verwoest	v	VBN (Verb, past participle)	--
verwoesten	v	VB (Verb, base form)	--
verwoesting	n	NN (Noun, singular or mass)	--
verwonden	v	VB (Verb, base form)	--
verwonderen	v	VB (Verb, base form)	+
verwondering	n	NN (Noun, singular or mass)	++
verwording	n	NN (Noun, singular or mass)	-
verworpeling	n	NN (Noun, singular or mass)	-
verworpene	n	NN (Noun, singular or mass)	-
verworvenheid	n	NN (Noun, singular or mass)	+
verwurging	n	NN (Noun, singular or mass)	-
verzachten	v	VB (Verb, base form)	++
verzadigd	a	JJ (Adjective)	+
verzadigen	v	VB (Verb, base form)	0
verzekeraar	n	NN (Noun, singular or mass)	0
verzekeren	v	VB (Verb, base form)	0
verzekering	n	NN (Noun, singular or mass)	0
verzekeringsexpert	n	NN (Noun, singular or mass)	0
verzenden	v	VB (Verb, base form)	0
verzender	n	NN (Noun, singular or mass)	0
verzet	n	NN (Noun, singular or mass)	-
verziekt	a	VBN (Verb, past participle)	--
verzoenen	v	VB (Verb, base form)	++
verzoening	n	NN (Noun, singular or mass)	+
verzorgd	a	JJ (Adjective)	++
verzorger	n	NN (Noun, singular or mass)	+
verzuim	n	NN (Noun, singular or mass)	--
verzuren	v	VB (Verb, base form)	-
